title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,url,categoryName
Shah Smylz Multispeciality Dental Clinic,5,48,"Archana Apt, A-102, Gokhale Rd",Mumbai,Maharashtra,IN,,+91 98190 21408,Dental clinic,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Shah%20Smylz%20Multispeciality%20Dental%20Clinic&query_place_id=ChIJ0Xcvox235zsRPnZbrIFT8oA,Dental clinic
Trust Dental Care,4.8,55,"Shop no. 4, Akurli Rd, opposite bmc school",Mumbai,Maharashtra,IN,,+91 80979 34283,Dental clinic,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Trust%20Dental%20Care&query_place_id=ChIJNbtxU3-35zsR0Ei4di9OZuA,Dental clinic
Shreeji Dental Clinic (Charitable) Sattvadant Arogya Seva LLP,4.8,70,"Shop no. 1, hari Smruti CHS Ltd, Aacharya Shanti Sagar Chawk",Mumbai,Maharashtra,IN,,+91 93246 41015,Dental clinic,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Shreeji%20Dental%20Clinic%20(Charitable)%20Sattvadant%20Arogya%20Seva%20LLP&query_place_id=ChIJVVUFUNiw5zsRDIgasxkWtug,Dental clinic
Unident Multispeciality Dental Clinic,5,110,"Shop No.1, Balaji CHS",Mumbai,Maharashtra,IN,https://www.unident.co.in/,+91 93243 56938,Dental clinic,Cosmetic dentist,Dental hygienist,Dental implants periodontist,Dentist,Emergency dental service,Oral surgeon,Orthodontist,Paediatric Dentist,Prosthodontist,https://www.google.com/maps/search/?api=1&query=Unident%20Multispeciality%20Dental%20Clinic&query_place_id=ChIJ3ZCClFW35zsRrJcgHx8MIzc,Dental clinic
Kids Dental care-pedodontist,5,16,"Chandresh apartment, 3, opp. star bucks, next to lotus Hospital",Mumbai,Maharashtra,IN,,+91 98199 47716,Dental clinic,Paediatric Dentist,Dentist,,,,,,,,https://www.google.com/maps/search/?api=1&query=Kids%20Dental%20care-pedodontist&query_place_id=ChIJISz9vWyx5zsRiY7-x1lUFCM,Dental clinic
Dr Tanvi's Dental Clinic and Implant Center,5,222,"1st floor, Jasmine Poonam Complex, B-103, 90 Feet Rd, opp. Thakur Shamanarayan (Polytechnic) Degree College",Mumbai,Maharashtra,IN,http://www.drtanvisdentalclinic.com/,+91 88509 14847,Dental clinic,Cosmetic dentist,Dental hygienist,Dental implants provider,Dentist,Emergency dental service,,,,,https://www.google.com/maps/search/?api=1&query=Dr%20Tanvi's%20Dental%20Clinic%20and%20Implant%20Center&query_place_id=ChIJ_VSICei35zsRFx-pfZgNxcM,Dental clinic
Mewada Concepts - Top Interior Designers in Andheri - Residential & Commercial Interior Designers,5,21,"Gala No 7 , Ukabhai, Bharwad Chawl, near Radha Krishna Mandir",Mumbai,Maharashtra,IN,https://mewadaconcepts.com/,+91 96190 57806,Interior designer,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Mewada%20Concepts%20-%20Top%20Interior%20Designers%20in%20Andheri%20-%20Residential%20%26%20Commercial%20Interior%20Designers&query_place_id=ChIJTb5rTOqw5zsRTXbT-RAHVQk,Interior designer
SAMARPAN ARCHITECTS AND INTERIOR DESIGN,5,9,"1107, 21, BUSINESS ELITES, Mahatma Gandhi Rd, near KALA HANUMAN MANDIR",Mumbai,Maharashtra,IN,,,Interior designer,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=SAMARPAN%20ARCHITECTS%20AND%20INTERIOR%20DESIGN&query_place_id=ChIJbwpi-D-35zsReqbrIi2mPwo,Interior designer
Smileys Dental Care,5,77,"52, Ground Floor, F1 Wing, Shop no, Sarova Towers Rd, near Thakur Village",Mumbai,Maharashtra,IN,https://smileysdental.elynker.biz/,,Dental clinic,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Smileys%20Dental%20Care&query_place_id=ChIJMfrXqDu35zsRnn3fWOKZr54,Dental clinic
Flowing Lines - Architecture and Interior Designing,5,25,"Unit No 59, Goyal Trade Centre",Mumbai,Maharashtra,IN,,,Interior designer,Architect,Consultant,Interior architect office,Interior construction contractor,Interior Decorator,,,,,https://www.google.com/maps/search/?api=1&query=Flowing%20Lines%20-%20Architecture%20and%20Interior%20Designing&query_place_id=ChIJ4xLQ8p6x5zsRNi0PLkfCyWQ,Interior designer
T.H Interior Designers,5,2,"Gandhi Nagar, New Link Rd, near Police Chowki Road",Mumbai,Maharashtra,IN,,,Home builder,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=T.H%20Interior%20Designers&query_place_id=ChIJsbw8FwC35zsR2XJXaj6HYs0,Home builder
Shetty Dental Clinic,5,181,"Shop No. 4 and Flat no. A/1 Balkrishna Niwas, Dahisar West, Jaywant Sawant Marg",Mumbai,Maharashtra,IN,https://shettydentalclinic.com/,+91 99675 70997,Dental clinic,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Shetty%20Dental%20Clinic&query_place_id=ChIJteSs692w5zsRPTilMI9pEXc,Dental clinic
"LAVISH - Interior Designers | Top Luxury Commercial Interior Designer and Residential Interior Designer in Kandivali East,",,,"Shop No. 37, Saraswati CHS, opp. D. Mart",Mumbai,Maharashtra,IN,,+91 84519 01919,Interior designer,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=LAVISH%20-%20Interior%20Designers%20%7C%20Top%20Luxury%20Commercial%20Interior%20Designer%20and%20Residential%20Interior%20Designer%20in%20Kandivali%20East%2C&query_place_id=ChIJZc9etai35zsRpsiO1cZVNAw,Interior designer
GURU KRUPA DENTAL CLINIC,5,57,"Shop No 5, Park, Hill View CHS Ltd, Natakwala Ln",Mumbai,Maharashtra,IN,,+91 91679 00943,Dental clinic,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=GURU%20KRUPA%20DENTAL%20CLINIC&query_place_id=ChIJC0otV9Wx5zsRt4-Z9Q87H_E,Dental clinic
"Intact32 The Dental Spa | Advanced Dental Clinic | Dahisar East,Mumbai",5,155,"Shop no 10, Gulmohar Apts, Misquitta Nagar, Ramkuwar, Ramkunwar Thakur Marg",Mumbai,Maharashtra,IN,https://intact32dentalspa.in/%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20https://www.intact32.com/,+91 88795 72913,Dental clinic,Cosmetic dentist,Dental implants periodontist,Dental implants provider,Dentist,Denture Care Centre,Emergency dental service,Endodontist,Orthodontist,Paediatric Dentist,https://www.google.com/maps/search/?api=1&query=Intact32%20The%20Dental%20Spa%20%7C%20Advanced%20Dental%20Clinic%20%7C%20Dahisar%20East%2CMumbai&query_place_id=ChIJ6brVGeWw5zsRi6OzeqgsbFw,Dental clinic
Studio Icon Interior Designers,5,1,"Orchid Plaza, 52, Ramkunwar Thakur Marg",Mumbai,Maharashtra,IN,https://studioicon.co.in/,+91 99301 50455,Interior designer,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Studio%20Icon%20Interior%20Designers&query_place_id=ChIJ8-YcieWw5zsR6DTtE1kD8Hk,Interior designer
VISIONS architects & Designers,4.6,48,"Orion Residency, 103, Ram Mandir Rd",Mumbai,Maharashtra,IN,http://www.visionsarchitects.com/,+91 98190 43789,Architecture firm,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=VISIONS%20architects%20%26%20Designers&query_place_id=ChIJ1-GvSymx5zsRYyrbkH7sYhI,Architecture firm
Patel dental clinic,4.8,167,"Shop no 3, Om, Matru Chaya Building, Ashok Chakravarti Rd, opposite Thakur House",Mumbai,Maharashtra,IN,,+91 96643 48213,Dental clinic,Cosmetic dentist,Dental implants periodontist,Dental implants provider,Dental radiology,Dentist,Oral and maxillofacial surgeon,Paediatric Dentist,,,https://www.google.com/maps/search/?api=1&query=Patel%20dental%20clinic&query_place_id=ChIJiQTV22i35zsR1ZSb4HEAKfQ,Dental clinic
STUDIO 9 ARCHITECT AND INTERIOR DESIGNER,5,1,"SHOP NO 2, Kesar Kunj, Vasanji Lalji Rd, near RAILWAY STATION",Mumbai,Maharashtra,IN,http://studio9architects.in/,+91 22 2805 2434,Interior architect office,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=STUDIO%209%20ARCHITECT%20AND%20INTERIOR%20DESIGNER&query_place_id=ChIJ__8boNi25zsRRSy79fn-0F4,Interior architect office
SHADES OF SMILE,4.9,80,"D-24, next to YES bank, near Hindustan naka",Mumbai,Maharashtra,IN,,+91 91362 41366,Dental clinic,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=SHADES%20OF%20SMILE&query_place_id=ChIJhREDk-e35zsRno7YsPjz6_U,Dental clinic
Vitalis Dental Care,5,43,"S4, New Dharmakshetra No.2, 1st Floor, Factory Lane & Shimpoli Road, Borivali West",Mumbai,Maharashtra,IN,,+91 73049 95757,Dental clinic,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Vitalis%20Dental%20Care&query_place_id=ChIJwwA_diqx5zsRLvp0e5MgPQM,Dental clinic
SmileRich Dental Care,5,26,"1st Floor, Hansa Heritage, Mathuradas Road, opp. Lijjat Papad",Mumbai,Maharashtra,IN,https://www.smilerich.in/,+91 99303 48067,Dental clinic,Cosmetic dentist,Dental hygienist,Dental implants periodontist,Denture Care Centre,Orthotics & prosthetics service,Paediatric Dentist,Teeth whitening service,,,https://www.google.com/maps/search/?api=1&query=SmileRich%20Dental%20Care&query_place_id=ChIJkataUNm25zsRyOyHzDPsYKg,Dental clinic
The Smile Space Dental Clinic/ Dr Saloni,4.8,39,"Shop no.5, Nityanand Apartment, Kastur Park, Shimpoli Rd, opp. SBI Bank",Mumbai,Maharashtra,IN,,+91 93218 04515,Dental clinic,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=The%20Smile%20Space%20Dental%20Clinic%2F%20Dr%20Saloni&query_place_id=ChIJ60ZhtHWx5zsRL6LCcQYnB_A,Dental clinic
Val-u-Dent Dental Clinic,4.9,150,"phase 1, Garden grove complex, Shop no. 21, Kanti Park Rd",Mumbai,Maharashtra,IN,https://www.facebook.com/valudentdentalclinic,+91 98902 30130,Dental clinic,Cosmetic dentist,Dental implants periodontist,Dentist,Emergency dental service,Endodontist,Oral and maxillofacial surgeon,Orthodontist,Paediatric Dentist,Periodontist,https://www.google.com/maps/search/?api=1&query=Val-u-Dent%20Dental%20Clinic&query_place_id=ChIJwebGr8u25zsR2-CIMt_-kQA,Dental clinic
Innersight Interiors,5,45,,,,,,,Interior designer,Architectural designer,Architecture firm,Design engineer,Service establishment,Interior architect office,Interior construction contractor,Landscape architect,,,https://www.google.com/maps/search/?api=1&query=Innersight%20Interiors&query_place_id=ChIJ8XaC5GW55zsRTujoaAUJZMo,Interior designer
Lavender Smiles Dental Clinic,5,62,"Lavender Smiles, 35 - Utopia Garden groove phase 2, Kanti Park Rd",Mumbai,Maharashtra,IN,https://instagram.com/lavendersmilesdental?utm_medium=copy_link,+91 98211 97845,Dental clinic,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Lavender%20Smiles%20Dental%20Clinic&query_place_id=ChIJIzzNjK-x5zsRXsViMnBmXgg,Dental clinic
Shri AADINATH Dental care:- Root canals | dental implants | Braces and Aligners |advanced dental care in borivali East,5,284,"Shop No. 7, Raj Hill, Dattapada Road",Mumbai,Maharashtra,IN,https://shri-aadinath-dental.grexa.site/,+91 73039 20068,Dental clinic,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Shri%20AADINATH%20Dental%20care%3A-%20Root%20canals%20%7C%20dental%20implants%20%7C%20Braces%20and%20Aligners%20%7Cadvanced%20dental%20care%20in%20borivali%20East&query_place_id=ChIJK3wDo2-x5zsRKi7EUWjFRGY,Dental clinic
Dr. Muchhala's Dental Clinic,4.9,230,"B-111, 1st Floor, Mangal Aarambh, Kora Kendra, RM Bhattad Rd",Mumbai,Maharashtra,IN,,+91 91378 24428,Dental clinic,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Dr.%20Muchhala's%20Dental%20Clinic&query_place_id=ChIJMylqJy-x5zsRG7nSFkr7nXU,Dental clinic
Dental Care Clinic & Implant Centre,4.9,248,"Ground Floor, Bansuri Building, Asha Nagar Rd",Mumbai,Maharashtra,IN,https://www.dentalcareandimplants.in/?utm_source=gmb&utm_medium=website-link,+91 99879 63814,Dental clinic,Dentist,Dental implants periodontist,Endodontist,Oral and maxillofacial surgeon,Oral surgeon,Paediatric Dentist,Periodontist,Prosthodontist,Teeth whitening service,https://www.google.com/maps/search/?api=1&query=Dental%20Care%20Clinic%20%26%20Implant%20Centre&query_place_id=ChIJWweGmTC35zsRdWYmHhVRP7A,Dental clinic
Dr. Bedia's Smile Solutions Multispeciality Dental Clinic,4.9,162,"Shop no 8, Daffodils CHSL, off New Link Road, near RTO office",Mumbai,Maharashtra,IN,https://www.smilesolutionsdentalclinic.com/,,Dental clinic,Dental implants provider,Dentist,Prosthodontist,Teeth whitening service,,,,,,https://www.google.com/maps/search/?api=1&query=Dr.%20Bedia's%20Smile%20Solutions%20Multispeciality%20Dental%20Clinic&query_place_id=ChIJKaDwBv6w5zsR1kabvfOssdo,Dental clinic
ToothFix - Dental Clinic | Dr Mayuri Jobanputra,4.7,169,"Chandralok Apartments, B-4, Borivali, Punjabi Ln, off LT Road, opposite Tanishq Jewellers",Mumbai,Maharashtra,IN,http://www.toothfix.in/,+91 99300 65003,Dental clinic,Cosmetic dentist,Dentist,Dental hygienist,Dental implants provider,Denture Care Centre,Emergency dental service,Oral and maxillofacial surgeon,Oral surgeon,,https://www.google.com/maps/search/?api=1&query=ToothFix%20-%20Dental%20Clinic%20%7C%20Dr%20Mayuri%20Jobanputra&query_place_id=ChIJU96EhWGx5zsRI8yhTlb1MJE,Dental clinic
Allied design - Interior Designer in Kandivali West | Home Interior | Interior Decorator | Modular Kitchen Interior,4.8,88,"Pragati nagar, gala no 8, near balaji temple",Mumbai,Maharashtra,IN,http://instagram.com/allieddesign_studio/,+91 98337 67711,Interior designer,Architecture firm,Bathroom remodeler,Bedroom furniture store,Home improvement store,Interior Decorator,Interior construction contractor,Kitchen remodeler,Office refurbishment service,,https://www.google.com/maps/search/?api=1&query=Allied%20design%20-%20Interior%20Designer%20in%20Kandivali%20West%20%7C%20Home%20Interior%20%7C%20Interior%20Decorator%20%7C%20Modular%20Kitchen%20Interior&query_place_id=ChIJVwl5twa35zsRaYgK5LXDuMo,Interior designer
Vilok Design Studio - Best Interior Designer in Mumbai,5,6,Karan Villa,Mumbai,Maharashtra,IN,https://vilokdesignstudio.in/,+91 98332 40888,Interior designer,Architecture firm,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Vilok%20Design%20Studio%20-%20Best%20Interior%20Designer%20in%20Mumbai&query_place_id=ChIJGb9flGGx5zsRY9B7RR_MQyk,Interior designer
Apollo Dental Clinic,4.8,145,"Ground Floor, Metro station, Ambrosia Towers, Western Express Hwy, opposite to Devipada",Mumbai,Maharashtra,IN,https://apollodental.in/?utm_source=GMB&utm_medium=GMBWebsiteButton&utm_campaign=GMBBorivaliEast,+91 83195 35531,Dental clinic,Cosmetic dentist,Dental implants periodontist,Dental implants provider,Dentist,Denture Care Centre,Endodontist,Orthodontist,Periodontist,Teeth whitening service,https://www.google.com/maps/search/?api=1&query=Apollo%20Dental%20Clinic&query_place_id=ChIJiZooKcSx5zsR7WZ4xK1tBQw,Dental clinic
Vijay Tank Architect & Interior Design,4.8,26,"Divya Smit, A 202, Bandar Pakhadi Rd, opp. Aayush Nursing Home, near BLUE EMPIRE COMPLEX",Mumbai,Maharashtra,IN,https://www.vijaytank.com/,+91 98928 58050,Interior designer,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Vijay%20Tank%20Architect%20%26%20Interior%20Design&query_place_id=ChIJoXvQfEG35zsRQ6C_eW1CUgU,Interior designer
Dental House Advanced Dental Care & Implant Centre,4.9,109,"Shop no 6, Kanyakumari building, bus stop, Mahatma Gandhi Rd, near vaishali bhavan",Mumbai,Maharashtra,IN,,+91 98901 33548,Dental clinic,Dental hygienist,Dental implants periodontist,Dental radiology,Dentist,Denture Care Centre,Emergency dental service,Endodontist,Oral surgeon,,https://www.google.com/maps/search/?api=1&query=Dental%20House%20Advanced%20Dental%20Care%20%26%20Implant%20Centre&query_place_id=ChIJtRbLZu-35zsRg0J1oCS30HI,Dental clinic
Synergy Dental Clinic (Mumbai),4.9,165,"1st Floor, Residency, Ganjawala Ln, opp. Punjab National Bank, beside Bharat Petrol Pump",Mumbai,Maharashtra,IN,https://synergydentalclinic.co.in/,+91 98202 20095,Dental clinic,Cosmetic dentist,Dental implants periodontist,Dentist,,,,,,,https://www.google.com/maps/search/?api=1&query=Synergy%20Dental%20Clinic%20(Mumbai)&query_place_id=ChIJWeZ9ktmw5zsRI6GMNYzvO_k,Dental clinic
HIGH STANDARDS- LUXURY INTERIOR DESIGN STUDIO,5,61,"11th floor, Friends Business Bay, 1108, Lt Rd, above Malabar Jewellers, opp. Veer Sawarkar Garden",Mumbai,Maharashtra,IN,https://highstandards.in/,+91 80806 19319,Interior designer,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=HIGH%20STANDARDS-%20LUXURY%20INTERIOR%20DESIGN%20STUDIO&query_place_id=ChIJgQADs4qx5zsRQN0cUcvvW-w,Interior designer
DR NISHIT TRIVEDI'S DENTAL CLINIC- Best Dentist in Dahisar West/ dental implant/braces and aligners/ Root canal treatment,5,15,"SHOP NO 3&4, RAVIKIRAN SOCIETY, Jaywant Sawant Marg, near ADANI ELECTRIC SERVICE CENTRE",Mumbai,Maharashtra,IN,https://drnshttrivedi.com/,+91 98700 00766,Dental clinic,Cosmetic dentist,Dentist,Dental implants provider,Orthodontist,Paediatric Dentist,Teeth whitening service,,,,https://www.google.com/maps/search/?api=1&query=DR%20NISHIT%20TRIVEDI'S%20DENTAL%20CLINIC-%20Best%20Dentist%20in%20Dahisar%20West%2F%20dental%20implant%2Fbraces%20and%20aligners%2F%20Root%20canal%20treatment&query_place_id=ChIJ0SGnS2mx5zsRm2WEw1bXfC4,Dental clinic
Ceramco Dental Clinic,4.9,3235,"1st Floor, Ganesh Darshan, LT Rd, opp. Manubhai Jewellers",Mumbai,Maharashtra,IN,http://www.ceramcodentalclinic.com/,+91 22 6833 6833,Dental clinic,Dentist,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Ceramco%20Dental%20Clinic&query_place_id=ChIJ4Rd-Ltaw5zsRUL5E22XgMNM,Dental clinic
Best interior Designer mumbai| interior designer bombay|,3.8,20,Akashdeep building,Mumbai,Maharashtra,IN,http://www.ishitajoshi.com/,+91 91672 99961,Interior designer,Furniture maker,Furniture manufacturer,Home builder,,,,,,,https://www.google.com/maps/search/?api=1&query=Best%20interior%20Designer%20mumbai%7C%20interior%20designer%20bombay%7C&query_place_id=ChIJZSuSyNmw5zsRLLzSJVC64v4,Interior designer
Sandhya Dental Clinic,4.8,216,"First Floor, Purandar Society, Sarova Building, E1/102, next to Alpine Tower",Mumbai,Maharashtra,IN,https://sandhyadentalclinic.com/,+91 90046 64869,Dental clinic,Cosmetic dentist,Dental hygienist,Dental implants periodontist,Dental implants provider,Dentist,Emergency dental service,Orthodontist,Teeth whitening service,,https://www.google.com/maps/search/?api=1&query=Sandhya%20Dental%20Clinic&query_place_id=ChIJiaCevca35zsR6Gavg4CzvYM,Dental clinic
Arnav Construction and Interiors- Modular Kitchen-Interior Designer Kandivali East,4.9,172,"Sanskruti apartment, 90 Feet Rd",Mumbai,Maharashtra,IN,https://sites.google.com/view/arnav-construction-interior/home,+91 91126 01373,Interior designer,Bathroom remodeler,Carpenter,Furniture maker,Interior Decorator,Kitchen remodeler,Plasterer,Utility contractor,,,https://www.google.com/maps/search/?api=1&query=Arnav%20Construction%20and%20Interiors-%20Modular%20Kitchen-Interior%20Designer%20Kandivali%20East&query_place_id=ChIJlWekxYKC_EsR0jrNEah3kpw,Interior designer
The 7th Corner Interior,4.8,30,"Sajag chs, next to bank of Baroda",Mumbai,Maharashtra,IN,https://www.the7thcornerinterior.com/,+91 98209 38337,Interior designer,Architecture firm,Interior architect office,Interior construction contractor,Interior Decorator,,,,,,https://www.google.com/maps/search/?api=1&query=The%207th%20Corner%20Interior&query_place_id=ChIJVavCJNyx5zsRyxUHZ52V9Ew,Interior designer
Prime Dental Care And Implant Center,5,665,DN Dube Rd,Mumbai,Maharashtra,IN,https://primedentalcare.netlify.app/,+91 81040 23096,Dental clinic,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Prime%20Dental%20Care%20And%20Implant%20Center&query_place_id=ChIJQSI7XwCx5zsRYFlRuuyPawc,Dental clinic
Miracle Design Studio- Best luxury Residential | Contemporary | low budget|Turnkey & Commercial Interior Designer in Mumbai,5,45,"Rock Avenue Plot D, Rock Avenue-2, C-103, Bandar Pakhadi Rd, near ICICI Bank",Mumbai,Maharashtra,IN,http://www.youtube.com/@MiracleDesignStudio,+91 98200 93746,Interior designer,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Miracle%20Design%20Studio-%20Best%20luxury%20Residential%20%7C%20Contemporary%20%7C%20low%20budget%7CTurnkey%20%26%20Commercial%20Interior%20Designer%20in%20Mumbai&query_place_id=ChIJP5dxZQy35zsRFxj1zIzVe9M,Interior designer
Innovate Interior Design-best interior designer in kandivali- Home/office interior designer at kandivali-Mumbai Near by me,4.9,116,"Flat No. 402, Spring Groove, 1005, Akurli Rd, opposite Godrej nest",Mumbai,Maharashtra,IN,http://www.interiorinnovate.com/,+91 88986 55824,Interior designer,Architect,Interior construction contractor,Interior Decorator,Interior fitting contractor,Landscape lighting designer,,,,,https://www.google.com/maps/search/?api=1&query=Innovate%20Interior%20Design-best%20interior%20designer%20in%20kandivali-%20Home%2Foffice%20interior%20designer%20at%20kandivali-Mumbai%20Near%20by%20me&query_place_id=ChIJ8w-0NWu35zsRc7_dgXvQVjQ,Interior designer
Impressionz Dental Care - Borivali West,4.9,36,"Shop No. 103, First floor, Avyukta, Rajhans, Royal Complex, opp. Veg Treat Royale Restaurant",Mumbai,Maharashtra,IN,https://www.impressionzdentalcare.com/,+91 86574 54394,Dental clinic,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Impressionz%20Dental%20Care%20-%20Borivali%20West&query_place_id=ChIJo0slkGGx5zsRzk0zSlQ9E6I,Dental clinic
RAJ DENTAL CLINIC AND IMPLANT CENTER,5,1316,"Shop No.3,Sai Dham Apt, LT Rd, opp. dahisar subway fish market",Mumbai,Maharashtra,IN,https://www.rajdentalclinicandimplantcentre.com/,+91 97689 77627,Dentist,Doctor,,,,,,,,,https://www.google.com/maps/search/?api=1&query=RAJ%20DENTAL%20CLINIC%20AND%20IMPLANT%20CENTER&query_place_id=ChIJZ-z6sBax5zsR6Ru9hF1Q25c,Dentist
